policy_id,date,policy_type,region,channel,premium_amount,claim_amount,csat_score,nps_score,fcr_flag,ticket_resolution_hrs,loss_ratio
18564,2023-07-26,Life,East,Direct,13789.0,483.47,4.3,47,1,13.0,0.035
18565,2023-08-26,Auto,North,Direct,7050.62,461.43,4.6,-100,1,30.1,0.065
18566,2023-06-12,Travel,North,Partner,10205.7,3218.66,4.2,61,1,59.3,0.315
18567,2023-03-24,Life,West,Direct,10271.15,2186.04,3.8,48,1,39.1,0.213
18568,2023-10-22,Health,South,Direct,20816.55,1976.13,3.6,-84,1,64.5,0.095
18569,2023-12-29,Health,West,Partner,17983.33,2406.59,4.3,91,1,1.3,0.134
18570,2023-02-21,Health,South,Direct,21997.99,3548.37,4.1,-27,1,34.9,0.161
18571,2023-10-06,Travel,West,Agent,9533.55,675.91,3.9,18,1,3.2,0.071
18572,2023-07-23,Auto,West,Direct,7324.33,1431.9,3.9,78,0,14.3,0.195
18573,2023-04-23,Auto,North,Direct,20511.66,1037.73,4.1,-34,1,33.9,0.051
18574,2023-09-24,Life,East,Direct,10180.4,1300.47,4.2,-7,1,6.8,0.128
18575,2023-12-29,Life,West,Direct,27795.25,9742.9,4.6,-50,0,63.2,0.351
18576,2023-08-31,Auto,East,Direct,27097.3,2913.46,4.4,36,1,31.2,0.108
18577,2023-04-21,Life,North,Direct,12685.53,633.39,4.6,16,0,2.7,0.05
18578,2023-11-05,Life,North,Partner,10734.32,626.05,4.9,-51,1,24.1,0.058
18579,2023-07-27,Auto,West,Direct,8342.94,1534.31,4.5,47,1,53.8,0.184
18580,2023-02-08,Life,East,Direct,8339.56,1419.13,4.5,71,0,79.2,0.17
18581,2023-03-13,Auto,West,Direct,9615.68,1956.91,4.2,38,0,2.7,0.204
18582,2023-12-23,Home,West,Direct,9097.49,997.32,3.5,-46,1,4.9,0.11
18583,2023-03-29,Travel,South,Agent,10841.75,1214.32,4.4,75,0,3.3,0.112
18584,2023-10-19,Health,West,Agent,13711.92,20051.33739392307,3.6,-21,0,79.0,1.462
18585,2023-09-11,Home,South,Direct,21125.84,3940.56,3.2,61,1,16.1,0.187
18586,2023-12-30,Health,North,Direct,15339.88,1909.85,3.2,-62,0,16.7,0.125
18587,2023-06-22,Auto,South,Partner,11242.5,1291.44,4.2,-88,1,29.8,0.115
18588,2023-06-12,Life,North,Direct,24403.25,5687.65,3.6,-4,1,14.6,0.233
18589,2023-04-15,Home,South,Agent,13330.42,4409.76,3.1,-89,1,6.3,0.331
18590,2023-09-16,Health,West,Agent,21345.08,4453.87,3.7,-61,0,14.9,0.209
18591,2023-02-17,Travel,North,Agent,15417.58,5209.75,3.6,7,0,9.1,0.338
18592,2023-02-24,Health,South,Direct,20127.26,3389.36,4.3,-11,1,18.8,0.168
18593,2023-01-16,Home,North,Direct,12053.49,2838.96,4.9,15,1,14.8,0.236
18594,2023-05-13,Health,East,Direct,16112.26,2541.84,4.5,-34,0,0.2,0.158
18595,2023-12-20,Health,West,Direct,14043.5,3525.44,3.2,1,0,6.2,0.251
18596,2023-05-19,Health,East,Agent,6452.75,938.28,4.6,-76,0,16.2,0.145
18597,2023-06-13,Life,North,Partner,8835.87,2688.81,4.7,100,0,15.1,0.304
18598,2023-05-28,Auto,West,Partner,5516.12,763.77,3.9,-47,1,5.6,0.138
18599,2023-08-09,Travel,East,Agent,9129.62,2112.94,3.1,39,1,4.3,0.231
18600,2023-12-28,Auto,North,Direct,15345.76,2109.11,2.1,-78,1,6.1,0.137
18601,2023-08-25,Home,West,Partner,14502.68,1625.71,5.0,65,1,19.0,0.112
18602,2023-09-11,Auto,South,Direct,9649.16,428.44,4.7,70,1,16.4,0.044
18603,2023-11-12,Travel,North,Partner,22332.75,3740.63,4.5,-89,1,59.7,0.167
18604,2023-05-15,Auto,West,Agent,5131.97,977.92,3.6,-78,1,21.2,0.191
18605,2023-11-03,Travel,West,Direct,50752.05,19159.17,4.8,-96,1,23.6,0.378
18606,2023-06-22,Travel,East,Direct,13379.75,3163.81,3.9,40,0,64.1,0.236
18607,2023-09-14,Auto,East,Partner,20223.44,3654.57,4.1,28,1,13.6,0.181
18608,2023-06-21,Auto,South,Direct,20587.74,3536.81,3.8,8,1,2.6,0.172
18609,2023-12-20,Life,East,Partner,11220.46,3970.69,4.4,38,1,1.4,0.354
18610,2023-03-16,Travel,East,Partner,14451.91,4959.7,4.0,66,1,0.7,0.343
18611,2023-03-14,Auto,East,Direct,14824.54,3300.91,4.1,-56,1,37.7,0.223
18612,2023-04-08,Life,South,Agent,7339.25,460.96,4.7,80,1,36.7,0.063
18613,2023-01-06,Life,South,Direct,4050.88,654.23,4.3,29,1,44.5,0.162
18614,2023-11-09,Life,West,Agent,10010.95,1545.34,3.4,-56,0,6.2,0.154
18615,2023-02-18,Auto,East,Agent,35383.13,4118.04,4.8,-97,1,12.7,0.116
18616,2023-02-26,Home,North,Agent,8193.87,558.93,4.0,89,1,3.0,0.068
18617,2023-12-22,Travel,West,Agent,9328.66,1060.37,3.5,64,1,7.1,0.114
18618,2023-08-18,Auto,West,Direct,16059.48,4595.07,3.5,-36,0,2.9,0.286
18619,2023-02-18,Auto,South,Direct,19552.54,4394.63,3.9,32,1,0.7,0.225
18620,2023-11-27,Travel,North,Partner,4126.36,1088.24,4.4,-54,1,9.6,0.264
18621,2023-10-17,Auto,South,Agent,15044.41,1156.36,4.0,92,1,13.6,0.077
18622,2023-08-26,Health,South,Partner,11439.36,1739.24,4.0,32,1,59.4,0.152
18623,2023-06-15,Auto,West,Agent,10009.63,323.61,4.5,41,1,28.6,0.032
18624,2023-06-12,Travel,West,Agent,20951.62,2523.44,4.0,1,1,51.2,0.12
18625,2023-09-14,Health,South,Partner,10854.84,372.19,5.0,41,1,28.1,0.034
18626,2023-10-05,Auto,North,Direct,19311.24,1848.4,4.5,32,1,71.1,0.096
18627,2023-12-19,Auto,West,Direct,5501.41,790.26,4.1,-51,1,22.1,0.144
18628,2023-03-09,Travel,West,Direct,11008.62,3958.77,3.9,27,0,56.3,0.36
18629,2023-01-16,Home,North,Direct,20098.84,4146.38,3.7,-12,1,8.6,0.206
18630,2023-11-25,Life,North,Partner,13243.6,4594.27,4.2,-54,1,9.6,0.347
18631,2023-01-06,Life,North,Direct,20815.75,2326.08,4.7,-82,1,12.4,0.112
18632,2023-11-19,Health,West,Agent,14895.63,3331.43,5.0,77,0,6.1,0.224
18633,2023-08-19,Health,North,Direct,10100.08,1688.05,5.0,-73,0,23.2,0.167
18634,2023-07-28,Auto,South,Direct,7546.87,1198.43,4.2,14,0,8.9,0.159
18635,2023-04-08,Life,North,Partner,5534.35,981.64,4.5,-72,0,1.0,0.177
18636,2023-12-03,Travel,West,Agent,15923.43,256.39,2.8,96,1,12.2,0.016
18637,2023-02-22,Health,West,Direct,13991.56,3427.89,3.8,24,1,4.3,0.245
18638,2023-04-19,Auto,North,Agent,14938.8,2510.95,4.1,52,1,44.5,0.168
18639,2023-10-31,Home,West,Partner,8513.67,4408.19,4.0,-19,1,56.0,0.518
18640,2023-07-13,Auto,West,Direct,15230.68,3254.43,3.9,-88,1,1.7,0.214
18641,2023-03-16,Auto,West,Direct,14043.52,2208.2,4.0,-96,1,8.8,0.157
18642,2023-06-04,Travel,East,Direct,11674.86,2038.67,3.1,-86,1,57.5,0.175
18643,2023-10-05,Home,West,Direct,4515.18,612.67,3.6,10,1,8.4,0.136
18644,2023-01-09,Life,North,Direct,12258.47,1876.97,4.6,56,0,4.5,0.153
18645,2023-03-17,Auto,East,Direct,9980.67,3513.83,2.8,-70,1,34.0,0.352
18646,2023-03-15,Travel,North,Direct,18737.64,4520.63,3.9,-89,1,40.7,0.241
18647,2023-12-03,Travel,North,Direct,6022.49,1183.0,4.9,-27,0,7.0,0.196
18648,2023-07-02,Health,South,Direct,19945.0,2514.22,4.2,-58,1,0.3,0.126
18649,2023-12-05,Health,East,Partner,11041.77,2310.49,4.3,20,1,42.2,0.209
18650,2023-06-09,Auto,South,Direct,8471.87,1413.31,4.6,11,1,10.4,0.167
18651,2023-09-26,Auto,East,Agent,17697.6,4478.86,3.3,94,1,5.5,0.253
18652,2023-12-11,Life,West,Direct,6853.23,3327.63,3.5,-38,1,28.6,0.486
18653,2023-06-10,Auto,South,Direct,12311.08,2687.28,3.6,-98,1,10.3,0.218
18654,2023-07-02,Auto,South,Direct,2253.27,449.64,3.7,1,1,15.3,0.2
18655,2023-01-13,Health,West,Direct,11306.84,3962.83,4.1,-2,1,79.1,0.35
18656,2023-11-21,Home,East,Agent,17851.73,2848.31,3.3,28,1,49.1,0.16
18657,2023-06-15,Health,West,Direct,10522.69,781.32,5.0,26,1,2.2,0.074
18658,2023-02-28,Travel,North,Agent,9490.94,2439.01,4.7,39,1,15.0,0.257
18659,2023-12-31,Health,South,Direct,4825.17,713.76,4.2,100,1,22.6,0.148
18660,2023-10-22,Travel,East,Partner,22854.84,3385.62,3.8,-82,1,6.1,0.148
18661,2023-07-15,Home,East,Direct,7708.3,2849.94,3.9,-50,1,2.3,0.37
18662,2023-06-25,Health,South,Agent,9598.08,4926.46,3.0,43,0,19.7,0.513
18663,2023-11-29,Health,South,Direct,14299.32,2434.37,4.5,-25,1,8.6,0.17
18664,2023-12-01,Auto,North,Direct,38598.01,9142.49,4.2,44,1,8.6,0.237
18665,2023-11-04,Auto,West,Agent,29882.84,1853.37,4.1,-61,1,21.4,0.062
18666,2023-01-28,Life,South,Agent,14261.09,2048.96,4.0,81,0,11.3,0.144
18667,2023-07-09,Life,East,Agent,11571.35,2101.52,4.3,-87,1,18.7,0.182
18668,2023-01-24,Health,North,Agent,11330.71,3503.43,4.2,-25,1,7.0,0.309
18669,2023-09-19,Health,East,Agent,9950.33,3105.22,3.4,-46,1,17.9,0.312
18670,2023-05-10,Life,West,Direct,15496.19,2163.5,3.7,-42,1,15.5,0.14
18671,2023-02-17,Travel,West,Direct,5397.3,1267.75,4.7,-21,1,16.5,0.235
18672,2023-09-20,Health,West,Agent,15396.35,570.98,4.4,55,0,39.4,0.037
18673,2023-12-19,Home,South,Direct,20120.87,10025.47,4.1,25,1,8.3,0.498
18674,2023-01-21,Auto,South,Agent,16147.39,4333.72,5.0,-19,1,0.4,0.268
18675,2023-12-21,Auto,South,Direct,6223.3,965.29,3.8,-55,1,17.3,0.155
18676,2023-03-24,Auto,West,Agent,20799.33,2532.02,4.2,-58,1,16.7,0.122
18677,2023-01-04,Home,South,Direct,22860.54,3186.76,3.2,16,1,0.0,0.139
18678,2023-10-25,Auto,East,Agent,29003.6,6121.82,2.5,88,1,0.5,0.211
18679,2023-06-20,Travel,South,Partner,18431.03,5929.07,3.7,58,0,20.5,0.322
18680,2023-09-20,Auto,North,Direct,18401.73,4885.8,4.3,64,0,2.2,0.266
18681,2023-05-23,Travel,North,Partner,5653.57,2192.0,3.6,62,1,15.6,0.388
18682,2023-08-28,Life,West,Direct,15883.32,2783.38,3.7,-95,1,32.9,0.175
18683,2023-05-05,Health,West,Direct,7675.56,991.32,3.6,-100,1,21.9,0.129
18684,2023-03-01,Health,West,Direct,10209.76,4177.85,3.1,28,0,12.0,0.409
18685,2023-08-31,Health,East,Direct,12345.09,1534.17,3.4,-29,1,16.2,0.124
18686,2023-08-03,Health,West,Direct,8869.34,2809.06,4.0,-89,0,37.4,0.317
18687,2023-10-20,Travel,East,Direct,14408.54,1172.05,3.7,-85,1,64.9,0.081
18688,2023-08-05,Auto,East,Agent,31576.04,2782.39,3.5,75,1,7.3,0.088
18689,2023-12-29,Life,West,Agent,22269.11,2783.02,5.0,71,1,27.4,0.125
18690,2023-03-05,Auto,East,Partner,4809.97,1425.65,4.3,0,0,41.9,0.296
18691,2023-01-11,Auto,North,Agent,7256.65,1621.29,4.2,98,0,2.0,0.223
18692,2023-08-06,Life,South,Direct,15109.71,2011.88,3.3,-88,0,11.4,0.133
18693,2023-02-10,Life,South,Agent,2877.01,615.12,4.0,-34,0,16.4,0.214
18694,2023-02-15,Travel,South,Direct,9640.95,1361.59,4.5,-36,1,3.7,0.141
18695,2023-11-17,Travel,West,Direct,22037.98,5246.07,3.9,8,1,1.5,0.238
18696,2023-07-31,Life,South,Direct,10614.37,3796.65,4.2,-100,1,81.7,0.358
18697,2023-03-31,Life,North,Direct,13541.18,350.71,3.8,53,1,65.1,0.026
18698,2023-11-01,Travel,East,Direct,6650.06,2143.24,2.3,-100,1,39.5,0.322
18699,2023-05-05,Health,East,Direct,13976.11,295.45,3.9,-95,0,12.9,0.021
18700,2023-04-02,Auto,East,Direct,8797.66,1786.69,4.1,61,0,10.1,0.203
18701,2023-12-13,Life,West,Agent,11691.31,16184.992280296492,4.3,57,0,68.6,1.384
18702,2023-06-14,Health,North,Agent,19010.62,4283.09,4.5,-53,0,59.3,0.225
18703,2023-05-02,Health,West,Direct,16304.69,1098.95,4.6,-77,1,4.4,0.067
18704,2023-11-22,Life,West,Agent,9067.28,2320.67,4.5,72,0,24.7,0.256
18705,2023-03-16,Life,South,Agent,8696.07,1023.0,4.3,-21,1,14.7,0.118
18706,2023-09-01,Travel,West,Direct,16800.98,1058.94,3.3,-31,1,14.9,0.063
18707,2023-01-04,Auto,North,Direct,20708.11,6600.56,4.4,-52,1,34.7,0.319
18708,2023-07-14,Auto,North,Direct,12380.36,4913.91,3.8,50,1,23.2,0.397
18709,2023-07-10,Health,West,Partner,10608.85,1624.19,4.5,-56,1,5.3,0.153
18710,2023-05-11,Health,West,Direct,17019.86,1715.93,3.5,-24,1,68.5,0.101
18711,2023-06-27,Travel,East,Direct,19868.47,4565.05,3.7,35,1,9.1,0.23
18712,2023-08-13,Auto,East,Direct,21968.43,5357.68,4.4,22,0,41.7,0.244
18713,2023-05-15,Health,West,Direct,15415.58,1284.63,3.5,-95,1,72.9,0.083
18714,2023-05-24,Auto,East,Direct,5823.84,1714.88,4.0,-49,0,9.4,0.294
18715,2023-01-07,Home,East,Direct,9415.47,2123.32,3.9,64,1,5.8,0.226
18716,2023-04-18,Auto,South,Direct,9202.46,2101.95,3.4,-81,0,0.8,0.228
18717,2023-10-04,Auto,East,Direct,5532.36,5220.819819727281,3.6,34,1,5.8,0.944
18718,2023-12-07,Health,East,Direct,11674.74,1262.4,4.7,94,0,14.8,0.108
18719,2023-07-16,Home,North,Partner,7544.7,982.37,3.8,46,0,33.0,0.13
18720,2023-04-06,Health,South,Direct,7885.07,1070.82,4.3,-67,1,0.6,0.136
18721,2023-07-07,Home,North,Direct,10239.19,1192.4,4.3,-51,0,13.1,0.116
18722,2023-02-24,Travel,East,Partner,11324.81,2561.07,4.3,-80,1,11.7,0.226
18723,2023-09-21,Health,South,Partner,10089.54,1139.0,4.9,24,0,3.6,0.113
18724,2023-10-03,Home,East,Partner,13033.61,3838.09,3.6,68,1,1.1,0.294
18725,2023-01-07,Health,South,Direct,14971.02,1691.2,4.2,60,1,1.8,0.113
18726,2023-08-02,Health,West,Direct,4978.81,1092.63,3.4,-48,1,33.5,0.219
18727,2023-10-30,Auto,West,Direct,19828.76,6727.21,4.5,-77,1,5.0,0.339
18728,2023-08-11,Life,East,Agent,11183.08,1345.59,4.2,98,0,6.2,0.12
18729,2023-12-30,Health,East,Direct,11075.75,1759.69,4.2,26,0,17.9,0.159
18730,2023-06-08,Auto,East,Direct,5273.87,780.43,4.8,-78,0,32.2,0.148
18731,2023-09-10,Auto,South,Partner,8887.56,516.87,3.5,-86,1,7.1,0.058
18732,2023-12-03,Travel,West,Agent,6003.66,1639.83,3.9,-77,1,17.3,0.273
18733,2023-08-28,Life,North,Agent,6547.98,153.88,2.6,72,1,38.9,0.024
18734,2023-04-02,Auto,East,Agent,13215.64,1854.06,3.3,-92,1,24.8,0.14
18735,2023-05-07,Auto,East,Partner,6012.57,501.58,3.7,-61,1,52.2,0.083
18736,2023-03-22,Health,East,Direct,10740.45,725.58,4.3,-62,1,78.6,0.068
18737,2023-07-20,Auto,North,Direct,6498.48,626.13,3.7,14,1,103.2,0.096
18738,2023-08-10,Auto,West,Partner,14704.52,2262.35,4.7,89,1,26.0,0.154
18739,2023-10-17,Health,West,Direct,9409.07,2318.7,4.3,17,1,23.1,0.246
18740,2023-06-23,Travel,South,Agent,9699.97,934.32,4.8,7,0,15.2,0.096
18741,2023-01-27,Travel,North,Direct,28143.02,4340.75,3.6,-45,1,30.8,0.154
18742,2023-04-12,Home,West,Direct,12514.45,2125.03,3.6,-28,1,44.8,0.17
18743,2023-01-07,Health,South,Direct,12677.04,1583.57,4.0,46,0,22.1,0.125
18744,2023-12-17,Home,East,Direct,12051.4,15995.74886248036,3.6,-20,0,18.4,1.327
18745,2023-07-08,Travel,North,Direct,8926.85,1869.22,3.5,-98,1,9.1,0.209
18746,2023-08-28,Auto,North,Agent,8952.7,664.88,4.5,42,1,5.0,0.074
18747,2023-07-14,Health,West,Direct,15715.39,3410.64,4.6,81,1,34.3,0.217
18748,2023-08-11,Auto,South,Direct,10625.61,1541.53,5.0,-98,0,5.4,0.145
18749,2023-07-07,Travel,East,Direct,2838.06,393.13,5.0,55,1,3.8,0.139
18750,2023-11-25,Travel,North,Direct,18763.33,2875.14,4.0,80,1,35.9,0.153
18751,2023-09-07,Health,East,Direct,13932.08,2679.48,4.2,13,1,17.6,0.192
18752,2023-10-02,Health,East,Direct,18730.37,4708.88,4.1,46,1,22.5,0.251
18753,2023-12-03,Health,South,Direct,8388.2,2085.71,3.1,72,1,26.2,0.249
18754,2023-06-14,Health,West,Partner,19695.36,331.3,3.5,66,1,31.0,0.017
18755,2023-07-03,Auto,West,Direct,2242.93,247.86,4.1,-38,0,14.5,0.111
18756,2023-03-16,Auto,South,Direct,23306.21,3314.2,4.5,-35,1,108.2,0.142
18757,2023-11-26,Health,West,Agent,22970.85,1925.1,3.3,85,1,64.6,0.084
18758,2023-04-20,Health,West,Partner,36076.88,5129.69,4.3,52,1,88.7,0.142
18759,2023-12-02,Auto,North,Direct,26186.28,7747.49,4.2,-21,1,21.2,0.296
18760,2023-06-13,Health,South,Direct,20764.54,1112.88,4.0,76,0,26.2,0.054
18761,2023-06-25,Health,East,Direct,17349.65,6004.26,5.0,-13,1,25.3,0.346
18762,2023-04-01,Auto,West,Direct,14331.87,682.87,3.9,73,1,41.7,0.048
18763,2023-01-30,Auto,North,Partner,19711.82,2729.05,4.0,-34,1,10.0,0.138
18764,2023-08-24,Health,North,Direct,15944.58,4531.4,4.1,-48,1,0.8,0.284
18765,2023-04-26,Life,South,Direct,8462.58,1252.21,2.9,98,1,23.2,0.148
18766,2023-02-19,Auto,South,Direct,11741.51,2206.46,4.0,2,1,58.9,0.188
18767,2023-09-29,Auto,West,Direct,3615.0,880.44,4.3,28,1,7.8,0.244
18768,2023-06-05,Health,West,Agent,23589.1,5456.18,3.4,5,1,0.2,0.231
18769,2023-02-10,Health,West,Partner,12248.08,3338.25,3.6,51,0,132.7,0.273
18770,2023-12-10,Travel,South,Direct,15046.95,7066.88,4.1,0,1,66.7,0.47
18771,2023-11-13,Auto,South,Direct,7022.15,2422.06,4.1,-39,1,0.3,0.345
18772,2023-02-08,Travel,South,Direct,23487.13,9358.32,4.4,41,1,3.2,0.398
18773,2023-11-16,Travel,West,Agent,19005.88,4680.89,3.9,28,1,3.6,0.246
18774,2023-02-11,Auto,East,Direct,11063.19,1552.64,4.8,27,1,15.7,0.14
18775,2023-10-12,Health,East,Direct,2230.2,145.09,3.9,-69,1,25.1,0.065
18776,2023-07-17,Auto,West,Direct,4864.11,1994.05,4.2,28,1,1.6,0.41
18777,2023-06-26,Life,South,Direct,12384.48,1194.32,2.1,-88,1,3.3,0.096
18778,2023-06-26,Travel,West,Direct,23301.08,1864.47,3.1,44,1,3.4,0.08
18779,2023-06-05,Health,South,Agent,14099.7,4410.35,3.5,-89,0,36.6,0.313
18780,2023-10-26,Life,South,Agent,11346.44,1756.74,4.8,-85,1,0.4,0.155
18781,2023-12-12,Health,West,Partner,12310.19,4372.16,4.2,-53,1,1.3,0.355
18782,2023-07-16,Auto,South,Direct,7178.09,2378.96,3.9,42,1,8.4,0.331
18783,2023-12-04,Health,East,Direct,17028.17,3166.08,4.2,20,0,50.3,0.186
18784,2023-03-12,Auto,North,Partner,15763.37,792.63,3.3,19,1,56.3,0.05
18785,2023-10-20,Health,West,Agent,18744.41,751.23,3.8,36,1,22.2,0.04
18786,2023-04-13,Auto,East,Agent,12390.26,232.89,4.4,36,1,25.8,0.019
18787,2023-09-11,Life,East,Partner,16049.63,8104.76,4.4,21,1,46.9,0.505
18788,2023-06-22,Health,East,Partner,8759.29,327.66,4.5,63,1,6.7,0.037
18789,2023-10-28,Life,East,Direct,9885.65,1685.67,3.6,-18,1,15.8,0.171
18790,2023-02-08,Home,West,Agent,25026.19,7963.27,5.0,70,1,17.2,0.318
18791,2023-01-29,Life,North,Direct,11005.79,2881.3,3.5,-5,1,36.3,0.262
18792,2023-07-19,Auto,North,Agent,6410.18,1178.62,3.6,24,0,46.8,0.184
18793,2023-12-23,Health,North,Direct,9903.5,1367.07,3.2,98,1,8.9,0.138
18794,2023-08-09,Life,South,Direct,14085.2,4018.01,3.4,-27,1,1.3,0.285
18795,2023-02-16,Health,South,Direct,11172.75,4086.84,3.5,73,1,2.4,0.366
18796,2023-11-10,Life,North,Partner,14969.75,2106.37,3.9,36,1,6.8,0.141
18797,2023-06-17,Life,South,Agent,16696.69,1857.29,3.8,99,1,11.1,0.111
18798,2023-05-31,Travel,East,Agent,29825.11,3109.66,4.0,85,1,4.3,0.104
18799,2023-02-02,Auto,North,Partner,4302.15,945.37,3.8,66,1,6.8,0.22
18800,2023-07-11,Health,East,Partner,27139.66,7407.56,4.5,59,0,3.2,0.273
18801,2023-07-19,Life,East,Agent,14403.81,2535.45,4.6,-21,1,11.6,0.176
18802,2023-02-11,Travel,South,Partner,9474.51,375.66,4.3,41,1,5.7,0.04
18803,2023-03-22,Travel,East,Partner,23428.1,3187.49,4.1,90,1,0.4,0.136
18804,2023-04-22,Travel,South,Agent,18137.99,4378.82,3.2,58,0,8.5,0.241
18805,2023-01-18,Health,North,Partner,9551.89,1918.49,3.1,98,1,47.4,0.201
18806,2023-11-24,Life,West,Direct,9679.15,1335.88,4.1,14,1,0.3,0.138
18807,2023-11-18,Auto,West,Agent,10369.57,566.83,4.2,28,0,1.0,0.055
18808,2023-03-04,Auto,West,Direct,10113.29,574.71,3.1,-50,1,73.1,0.057
18809,2023-08-30,Travel,East,Agent,15335.49,5318.76,4.0,-82,1,35.6,0.347
18810,2023-03-31,Life,North,Direct,31407.42,2920.01,3.5,22,1,15.7,0.093
18811,2023-01-03,Health,South,Agent,7648.21,2728.4,4.2,-61,1,17.7,0.357
18812,2023-10-18,Health,South,Direct,7423.68,823.71,4.5,47,1,47.6,0.111
18813,2023-02-03,Life,North,Direct,8999.93,1243.17,3.5,90,1,75.7,0.138
18814,2023-07-26,Home,North,Agent,3109.34,1031.76,5.0,100,1,28.2,0.332
18815,2023-11-06,Travel,West,Agent,4785.88,1103.64,4.4,-52,0,6.8,0.231
18816,2023-02-04,Health,West,Agent,22318.46,5735.58,3.4,34,1,36.7,0.257
18817,2023-04-08,Auto,East,Agent,11673.06,1488.89,5.0,1,0,18.1,0.128
18818,2023-09-12,Health,East,Partner,28097.5,3014.58,4.3,49,1,112.0,0.107
18819,2023-08-23,Travel,West,Partner,7661.92,632.31,3.4,74,1,22.8,0.083
18820,2023-06-24,Health,South,Partner,24180.27,4115.19,4.3,-81,1,70.1,0.17
18821,2023-03-06,Health,West,Agent,3464.65,463.48,3.8,-6,1,19.2,0.134
18822,2023-09-12,Auto,South,Agent,7904.27,2952.81,3.4,31,1,2.1,0.374
18823,2023-12-05,Health,East,Agent,19927.9,297.39,4.1,42,1,2.1,0.015
18824,2023-09-27,Travel,East,Partner,13405.49,4135.96,3.4,0,1,1.1,0.309
18825,2023-08-31,Life,East,Direct,16190.66,2356.48,4.5,-73,0,8.3,0.146
18826,2023-01-04,Home,East,Direct,23355.11,4638.63,4.4,-49,1,49.9,0.199
18827,2023-11-03,Life,East,Direct,9222.9,478.2,3.9,-37,0,72.0,0.052
18828,2023-11-23,Health,East,Direct,21447.54,5315.41,4.4,64,1,35.7,0.248
18829,2023-08-29,Home,North,Agent,7402.23,1837.1,4.2,99,1,5.4,0.248
18830,2023-08-16,Home,West,Agent,18499.79,5809.49,4.2,-46,0,9.6,0.314
18831,2023-05-16,Life,East,Direct,13601.79,3732.84,2.9,39,1,60.3,0.274
18832,2023-04-25,Health,South,Direct,5378.32,105.1,3.2,-44,1,14.3,0.02
18833,2023-02-04,Auto,South,Direct,23968.1,6288.55,4.3,58,1,14.6,0.262
18834,2023-01-22,Life,North,Direct,18241.38,14811.8886035515,4.1,21,1,17.4,0.812
18835,2023-04-05,Health,North,Direct,4194.64,1346.88,4.1,-37,1,13.9,0.321
18836,2023-07-31,Auto,East,Direct,10425.98,398.23,4.0,44,0,60.2,0.038
18837,2023-05-27,Health,West,Partner,13039.01,2098.51,3.8,-40,1,5.1,0.161
18838,2023-04-09,Travel,South,Direct,12844.23,2587.79,4.4,59,0,46.0,0.201
18839,2023-10-30,Auto,West,Agent,6732.5,274.95,5.0,-60,0,51.4,0.041
18840,2023-05-17,Health,North,Direct,18116.37,4949.34,3.5,47,0,2.9,0.273
18841,2023-02-16,Travel,South,Direct,13308.13,2084.97,4.5,52,0,2.9,0.157
18842,2023-08-02,Auto,North,Agent,15232.83,5124.43,4.1,73,1,56.6,0.336
18843,2023-02-21,Auto,North,Partner,10431.75,16400.939520893764,3.8,87,0,29.0,1.572
18844,2023-11-18,Life,East,Partner,10864.9,2745.41,3.6,82,0,61.0,0.253
18845,2023-09-30,Life,South,Partner,13162.37,1260.48,4.7,36,1,22.8,0.096
18846,2023-12-02,Life,West,Direct,7221.09,2458.95,3.9,-13,0,0.2,0.341
18847,2023-08-02,Life,West,Direct,13895.97,3593.88,3.0,-78,1,16.8,0.259
18848,2023-08-27,Life,West,Direct,10045.89,14779.163871523791,4.5,14,1,10.2,1.471
18849,2023-11-01,Life,North,Direct,12603.6,3704.15,5.0,7,0,61.6,0.294
18850,2023-06-01,Travel,North,Direct,29417.61,6525.74,4.7,-2,0,1.2,0.222
18851,2023-02-15,Home,South,Direct,11304.92,1542.34,4.3,49,1,19.6,0.136
18852,2023-11-25,Health,North,Agent,14044.59,736.8,3.7,-28,1,3.8,0.052
18853,2023-08-22,Auto,East,Direct,21030.94,3689.77,3.6,-83,1,28.8,0.175
18854,2023-07-06,Auto,North,Direct,14426.35,827.01,4.1,-99,1,7.8,0.057
18855,2023-05-19,Health,East,Direct,14052.47,3485.23,4.7,55,1,61.5,0.248
18856,2023-06-18,Travel,South,Agent,8202.25,11751.658430285685,4.5,-60,0,49.2,1.433
18857,2023-10-18,Health,West,Direct,14608.97,626.14,4.1,60,1,76.6,0.043
18858,2023-11-27,Auto,West,Agent,15213.29,5129.16,4.9,5,1,13.3,0.337
18859,2023-11-22,Life,South,Direct,12704.26,492.83,4.2,44,1,32.6,0.039
18860,2023-04-30,Home,South,Direct,13635.98,1894.06,3.8,-54,1,83.4,0.139
18861,2023-11-11,Health,West,Direct,19118.61,1047.54,2.8,-27,1,6.8,0.055
18862,2023-09-10,Health,South,Direct,10699.57,3190.36,3.9,59,1,9.0,0.298
18863,2023-03-25,Health,West,Direct,7994.71,1281.38,4.0,92,1,30.1,0.16
18864,2023-01-02,Home,West,Agent,11185.93,1046.1,4.1,6,1,3.2,0.094
18865,2023-04-14,Auto,North,Agent,7451.63,1911.9,3.1,-88,1,18.8,0.257
18866,2023-02-26,Life,North,Agent,9174.46,1309.05,4.2,-41,1,27.9,0.143
18867,2023-09-17,Life,South,Direct,23104.52,2463.78,3.7,-48,1,21.5,0.107
